103,107,104,105,108,108,102,102,108,107,106,109,104,102,106,110,109,106,99,98,99,101,108,103,94,92,92,84,78,78,76,80,73,72,68,71,68,72,72,75,72,77,71,73,72,75,73,69,65,62
100,103,104,105,109,110,104,104,102,104,107,110,106,104,101,105,108,107,104,100,99,102,107,109,103,96,91,88,81,81,75,75,77,73,70,67,70,67,66,75,75,75,76,73,75,70,69,66,67,64
102,98,102,107,105,108,110,107,100,100,104,104,107,110,101,101,106,107,107,100,98,99,103,109,109,103,100,91,85,80,82,81,77,79,74,66,66,69,67,65,69,77,74,74,75,74,69,72,66,67
104,102,101,103,106,102,107,109,106,101,102,100,104,107,104,101,107,110,108,106,98,99,102,105,110,105,100,99,89,86,83,79,76,77,75,69,71,69,69,68,64,70,72,73,74,78,74,76,71,68
105,104,105,107,101,107,105,110,110,105,99,100,100,101,108,106,106,105,109,108,103,98,99,98,104,106,100,98,95,93,85,81,79,76,80,72,68,69,71,67,62,69,71,72,76,73,78,75,75,68
105,102,100,108,108,103,108,105,108,110,105,99,104,102,104,110,107,105,105,109,110,103,102,100,102,106,107,98,99,92,90,83,78,74,79,78,73,74,73,71,69,63,68,71,70,74,77,77,76,72
103,104,103,105,107,106,107,107,104,105,103,103,104,99,99,104,107,106,108,104,108,110,109,101,98,100,106,104,96,94,92,87,79,76,78,76,80,76,77,74,73,69,69,68,70,73,71,73,78,73
104,108,107,105,109,108,107,109,108,106,102,103,103,102,96,96,101,108,110,109,104,109,110,109,103,98,104,102,105,101,92,86,82,76,75,75,74,80,77,79,74,73,73,71,72,69,68,71,74,75
101,104,106,103,108,110,109,106,110,105,104,103,104,107,104,98,97,98,102,106,102,104,107,109,110,106,101,103,103,101,99,92,84,84,80,80,77,79,83,80,77,78,73,70,74,68,68,72,73,71
100,100,107,105,106,107,110,110,105,110,106,100,98,105,105,101,101,102,101,102,103,105,104,107,105,103,103,105,105,106,106,102,90,88,80,80,75,80,78,78,82,76,76,74,72,67,69,69,67,66
98,98,98,102,104,106,104,110,110,104,104,103,102,105,106,106,106,107,103,103,101,106,106,109,109,108,105,104,106,104,103,104,99,90,82,82,82,78,83,80,79,80,77,79,78,68,72,67,67,71
101,103,103,102,107,106,106,110,110,108,106,106,105,101,102,102,107,108,107,105,107,104,107,103,105,108,104,101,108,105,104,104,98,96,86,83,78,79,77,77,79,82,78,79,81,73,71,71,68,69
97,104,101,102,108,110,107,108,110,110,106,105,106,107,103,99,105,107,109,104,103,104,101,102,105,110,105,106,105,103,101,103,101,99,94,87,87,84,84,76,76,78,82,78,79,78,70,75,72,69
95,97,100,102,104,110,110,105,106,110,105,104,104,109,106,106,101,103,106,109,106,107,103,99,100,101,108,108,106,107,102,98,104,99,98,92,91,87,87,86,81,80,82,85,81,76,75,69,74,69
99,97,98,99,98,102,104,107,105,105,106,103,108,107,110,104,105,106,103,108,110,108,106,107,101,99,102,105,103,105,107,104,102,102,104,98,97,95,91,88,89,81,79,79,83,79,76,74,75,73
97,94,96,102,102,99,105,103,109,105,104,106,106,107,107,107,102,102,104,101,105,110,106,103,108,107,99,102,101,102,107,104,107,101,104,106,104,99,92,87,88,86,85,84,86,83,81,75,71,73
97,97,95,98,103,101,104,102,103,106,102,104,108,106,110,106,105,107,100,105,100,105,107,101,100,106,108,105,99,99,102,101,104,105,102,106,105,103,100,97,95,88,83,82,86,86,81,78,75,71
98,93,98,96,95,100,103,103,103,101,100,99,105,106,108,110,110,103,105,99,99,101,102,101,97,104,103,104,101,98,100,101,102,105,101,100,105,104,98,99,101,96,89,82,80,80,86,83,82,74
97,97,94,99,94,99,97,100,104,101,100,103,106,109,110,107,109,109,110,104,104,102,104,103,97,99,100,102,102,96,98,96,104,104,107,103,102,100,103,98,100,100,91,88,85,82,85,87,80,82
93,98,99,101,99,97,98,96,99,105,98,96,100,104,109,110,110,110,110,108,109,104,106,104,103,97,99,101,100,99,101,95,100,101,100,105,103,99,105,100,98,100,100,92,86,84,87,86,81,81
95,94,93,102,98,98,101,98,96,99,97,96,101,105,109,105,107,109,110,110,109,107,106,105,100,97,99,100,100,103,100,102,99,101,104,104,106,102,104,99,99,100,97,94,88,85,86,87,85,86
96,95,98,102,101,99,102,99,100,96,97,97,97,98,103,109,104,103,104,108,107,108,110,110,102,102,102,100,101,101,101,105,101,97,98,103,100,100,104,100,99,100,100,97,91,92,88,86,82,87
97,99,99,99,101,101,102,102,100,99,100,98,100,98,100,104,102,99,102,105,109,109,106,110,108,100,101,102,102,99,102,103,104,102,96,98,97,103,103,106,100,99,101,98,95,91,92,86,87,89
94,96,94,97,97,100,99,100,97,95,98,98,99,102,100,102,105,101,102,103,109,106,107,105,108,102,98,97,100,102,98,101,101,106,104,101,96,102,101,106,108,102,105,103,101,99,91,87,83,85
95,95,99,101,95,95,97,101,99,96,98,98,102,99,101,103,107,108,107,107,105,104,106,108,106,104,100,96,101,98,103,104,103,103,101,99,100,102,104,104,102,103,99,102,106,105,95,91,88,84
99,95,94,101,99,96,94,99,103,101,98,97,95,99,99,97,104,108,107,104,102,105,105,102,107,102,101,101,102,100,97,102,107,104,105,99,100,105,105,107,105,105,101,97,102,102,101,96,95,88
98,100,94,93,95,94,95,96,97,99,96,95,93,92,97,99,100,108,108,107,107,107,107,105,105,109,104,102,102,101,103,101,99,103,107,101,102,105,106,104,109,109,106,105,105,105,102,96,92,95
95,100,101,97,92,95,99,97,97,95,94,91,96,95,93,92,96,97,102,106,110,110,109,105,104,105,110,102,101,98,101,102,97,100,104,100,100,103,109,106,102,107,103,106,109,110,102,96,98,93
98,101,102,99,100,95,96,96,98,99,96,92,91,96,95,97,99,100,99,100,104,110,110,108,102,107,104,109,103,99,98,103,99,97,100,99,102,100,106,107,109,102,105,109,107,110,108,105,102,96
95,97,104,102,104,98,96,94,96,102,99,96,93,97,96,99,99,100,98,99,101,106,110,110,107,109,103,105,108,107,101,99,97,97,102,96,99,98,105,105,107,107,102,102,107,106,110,110,107,106
