14,10,10,12,15,13,10,10,11,13,14,15,14,11,14,10,5,4,6,4,3,5,2,-9,-13,-21,-23,-16,-15,-19,-12,-14,-16,-14,-9,-3,-3,-1,-2,2,2,4,-3,-4,-3,-9,-11,-10,-13,-18
18,17,12,14,17,19,18,17,9,7,12,14,11,8,13,14,10,2,4,1,1,5,0,-4,-10,-19,-20,-22,-17,-13,-19,-15,-15,-18,-11,-12,-7,-7,-7,-5,-3,0,3,-5,-8,-7,-5,-12,-13,-19
21,23,15,13,13,15,15,16,11,13,15,13,11,10,13,13,13,10,2,-2,-3,-3,5,0,-8,-9,-16,-19,-20,-21,-18,-20,-15,-15,-15,-10,-9,-9,-8,-9,-2,-2,-4,-2,-6,-9,-3,-11,-8,-15
25,20,22,15,12,10,13,16,14,14,16,16,9,7,7,14,14,11,7,4,0,-6,3,1,-4,-8,-14,-16,-16,-17,-20,-22,-18,-14,-15,-15,-10,-10,-9,-12,-12,-5,-4,-2,-2,-3,-7,-7,-9,-8
22,23,19,22,16,15,12,16,15,17,13,18,11,9,5,6,11,12,6,7,5,-2,0,3,1,-6,-8,-14,-12,-18,-17,-21,-23,-17,-13,-14,-14,-13,-15,-13,-16,-10,-3,0,-1,1,-6,-7,-4,-8
24,27,26,21,20,21,16,15,18,19,18,14,12,13,10,7,7,6,9,5,7,5,-1,2,5,-3,-8,-6,-14,-15,-17,-18,-22,-21,-18,-15,-15,-18,-17,-12,-12,-13,-8,-7,-4,-5,-7,-7,-6,-6
26,25,25,23,23,18,18,13,14,19,15,13,10,12,10,7,3,9,8,6,3,9,2,4,4,3,-2,-1,-10,-10,-10,-11,-16,-20,-21,-21,-13,-15,-18,-19,-16,-11,-11,-13,-11,-5,-7,-8,-7,-7
23,21,22,23,21,20,18,19,11,18,13,14,13,14,13,13,10,11,11,8,3,5,9,3,8,2,4,-2,-6,-5,-8,-10,-11,-16,-19,-16,-18,-19,-15,-16,-19,-19,-13,-14,-11,-10,-7,-7,-6,-10
23,18,18,24,25,18,22,23,15,16,12,13,11,14,14,15,14,10,12,12,8,1,1,7,3,7,1,5,-1,-6,-8,-8,-6,-9,-14,-13,-12,-12,-11,-14,-18,-16,-18,-14,-12,-7,-12,-9,-6,-7
23,21,20,23,23,25,20,24,21,15,14,12,8,9,9,13,11,12,11,14,14,5,2,0,0,-1,5,4,1,-1,-8,-8,-9,-4,-5,-14,-17,-17,-13,-11,-15,-20,-15,-15,-15,-8,-12,-14,-14,-9
23,22,21,17,23,28,22,25,23,17,12,14,14,6,5,6,11,11,8,11,15,9,4,-2,2,3,0,3,4,-2,-4,-6,-8,-9,-8,-7,-13,-16,-15,-16,-15,-18,-21,-13,-17,-13,-8,-11,-16,-10
20,22,18,17,15,23,22,25,21,24,20,11,13,12,6,2,7,10,8,11,10,10,9,4,-1,-3,4,1,1,0,-6,-8,-7,-8,-7,-9,-12,-16,-19,-17,-12,-12,-15,-16,-13,-14,-12,-7,-11,-13
16,19,24,18,13,21,22,19,19,23,20,15,10,12,13,7,7,10,9,11,11,13,8,3,2,1,2,0,-3,2,-1,-7,-11,-11,-9,-11,-15,-12,-16,-18,-16,-11,-11,-14,-17,-15,-15,-9,-5,-13
18,16,17,18,16,17,20,21,23,22,18,18,18,16,14,11,7,11,13,11,7,12,7,2,2,2,6,4,2,-4,-2,-7,-10,-13,-14,-8,-12,-16,-11,-15,-16,-15,-14,-15,-13,-16,-12,-10,-8,-12
20,21,18,19,22,20,16,17,20,19,16,15,17,18,13,10,11,6,8,8,10,6,8,7,4,7,4,5,3,0,-1,-5,-6,-10,-12,-8,-6,-8,-14,-15,-18,-13,-14,-14,-16,-15,-11,-12,-6,-12
20,20,22,21,21,24,22,17,16,22,15,15,16,16,20,15,8,5,2,7,9,5,9,8,4,2,4,4,6,1,4,0,-2,-6,-9,-10,-8,-3,-5,-12,-15,-18,-18,-14,-12,-18,-15,-13,-14,-10
17,17,20,20,20,25,21,21,16,17,18,15,15,16,15,20,11,10,9,7,6,8,3,11,11,5,0,5,2,3,-1,1,-2,-7,-7,-10,-7,-7,-7,-6,-13,-12,-16,-19,-15,-19,-16,-11,-13,-9
15,18,21,18,22,20,18,19,19,19,14,16,12,13,18,20,20,15,12,9,5,3,3,10,9,12,4,-1,-1,0,4,1,0,-1,-2,-5,-5,-10,-7,-7,-7,-11,-13,-16,-13,-20,-14,-15,-11,-9
15,13,18,20,20,21,24,20,16,22,16,15,14,11,14,20,19,17,17,16,7,8,8,11,11,15,8,0,2,0,-3,-1,-4,1,-3,-4,-4,-2,-6,-10,-9,-11,-11,-14,-14,-17,-20,-12,-16,-10
18,14,17,20,23,21,24,26,17,18,23,21,19,12,9,18,17,15,13,15,13,10,10,10,11,11,14,11,3,1,3,-3,-6,-3,-2,-6,-4,-1,-3,-5,-7,-9,-6,-12,-13,-17,-14,-18,-11,-14
20,20,18,19,21,24,19,23,23,16,21,26,24,21,16,17,20,13,18,11,12,12,13,12,15,16,13,15,13,8,1,1,-5,-6,-1,1,-7,0,-1,-3,-9,-7,-6,-8,-9,-10,-17,-17,-11,-15
21,23,21,16,22,24,25,22,23,21,23,27,27,27,25,19,21,17,17,13,13,12,12,13,13,18,15,12,13,7,6,2,-2,-3,-6,1,-3,-7,-7,-6,-9,-4,-4,-6,-12,-9,-10,-16,-19,-18
18,24,24,18,17,19,19,25,24,23,20,20,26,26,24,24,17,19,20,17,17,10,12,15,16,18,14,10,12,10,6,2,-2,-2,-4,0,1,-6,-8,-10,-11,-9,-7,-9,-7,-13,-11,-14,-18,-16
21,18,18,20,21,23,24,21,19,24,24,21,24,25,27,24,23,20,20,16,17,11,11,12,11,18,17,15,13,15,13,11,3,4,1,-4,-3,-6,-7,-10,-14,-15,-10,-13,-8,-6,-8,-7,-14,-19
25,22,23,17,19,17,21,18,15,21,25,27,28,30,23,22,23,22,21,20,18,12,11,11,11,11,15,13,13,18,18,14,11,8,4,0,2,1,-2,-9,-9,-17,-16,-17,-15,-10,-7,-7,-10,-11
